"Gene name","wt.r1.rpkm","wt.r2.rpkm","wt.r3.rpkm","alg1.r1.rpkm","alg1.r2.rpkm","alg1.r3.rpkm"
"Y48E1B.13a.1",597.747,1120.07,375.539,0,105.558,0
"Y48E1B.13b.1",145.521,430.783,0,0,210.723,0
"Y48E1B.13c.1",260.968,0,0,0,60.4634,0
"Y48E1B.14a.1",5883.09,6937.99,5763.38,8070.99,7512.29,6253.7
"Y48E1B.14a.2",6036.7,6893.7,5726.59,8256.64,7464.33,6213.78
"Y48E1B.14b.1",3485.35,4118.73,2114.16,4525.88,4610.08,4783.93
"Y48E1B.16.1",980.081,2750.88,1211.78,1825.97,2664.34,2755.84
"Y48E1B.17.1",18342.6,9853.8,11999.4,10930.8,14094.6,12294.2
"Y48E1B.2a.1",4988.78,3554.69,5303.58,4962.2,6029.7,4971.35
"Y48E1B.2b.1",2829.06,4296.1,5266.17,4161.5,5667.02,5828.12
"Y48E1B.2b.2",2432.64,4231.34,4595.77,3558.38,4927.53,5061.81
"Y48E1B.3a.1",9900.61,7164.11,8085.94,9500.54,7644.45,11863.5
"Y48E1B.3a.2",10341.4,7108.74,8023.45,9427.12,8310.8,13633.2
"Y48E1B.3b.1",4928.63,4731.86,7005.13,6176.19,6079.63,6459.96
"Y48E1B.3c.1",3437.56,3031.45,2672.05,3992.13,4613.9,5386.24
"Y48E1B.3d.1",138.561,1319.14,882.799,1667.71,1605.16,1450.32
"Y48E1B.5.1",56056,41197.1,39510,42924.9,43870.5,57768.9
"Y48E1B.7.1",8263.84,7521.13,9473.47,13790.6,13745,10408.8
"Y48E1B.8.1",12986.5,9237.16,12397.5,10885.4,17741.8,14183.9
"Y48E1B.9a.1",0,2072.28,1334.76,1269.63,3611.5,8249.59
"Y48E1B.9b.1",0,2531.16,1417.68,652.96,1972.5,2981.18
"Y48E1C.1a.1",3362.89,2849.3,3426.56,2897.9,4681.5,6154.02
"Y48E1C.1c.1",4315.71,1777.43,4050.02,2357.22,3724.74,4354.56
"Y48E1C.1d.1",3871.86,2502.98,3453.3,3361,3782.62,5631.49
"Y48E1C.2.1",4017.26,5021.88,7080.81,6194.9,4486.95,6277.16
"Y48E1C.2.2",3873.91,4842.67,6861.61,5973.84,4767.14,6053.16
"Y48E1C.4a.1",10249.7,3905.78,5350.62,6819.06,7007.74,4450.8
"Y48E1C.4a.2",9493.82,3389.81,5193.99,6558.98,7106.19,4513.33
"Y48E1C.4b.1",6127.06,3118.94,4068.04,6362.32,6346.53,4730.74
"Y48G10A.1.1",20953.1,23048.6,14633.4,17176.1,16733.4,18278.9
"Y48G10A.1.2",16465.2,18327.4,11737.8,13891.3,13694.8,15415.7
"Y48G10A.1.3",20952.4,20325,14701.9,15983.9,16563,16912.3
"Y48G10A.2a.1",3561.78,2140.55,4934.5,5307.63,4813.82,6648.47
"Y48G10A.2b.1",3035.26,1061.18,3143.9,2667.42,2972.01,3740.54
"Y48G10A.3.1",37751.6,38336.9,34056.1,43249.4,46144.3,63090.2
"Y48G10A.4a.1",3225.33,5309.91,3600.68,3893.76,3555.07,5275.71
"Y48G10A.4a.2",3267.12,5196.44,3454.02,3956.5,3703.55,5621.43
"Y48G10A.4a.3",3068.47,4880.48,3244.01,3715.93,3478.36,5279.63
"Y48G10A.4b.1",1971.65,2700.46,2943.68,2750.84,1939.5,4125.24
"Y48G10A.6.1",8789.8,1544.63,6381.26,10268.1,8092.2,10872.8
"Y48G1A.1.1",7018.87,8688.12,6202.06,5135.24,8512.54,9897.77
"Y48G1A.2.1",4500.62,5184.62,5041.61,5550.05,5886.47,4333.93
"Y48G1A.3.1",11816.5,13572.5,14905.6,10925.4,14164.1,15356.2
"Y48G1A.4.1",9464.88,8462.04,9743.65,13306.1,11154.4,13944.3
"Y48G1A.4.2",9394.09,8577.53,9329.54,13282.9,10795.6,14273.2
"Y48G1A.5a.1",19872.7,21353.1,21549.6,30249.7,21096,20817.5
"Y48G1A.5b.1",12803.5,10646.3,16374.2,18771.6,16706.4,19763.2
"Y48G1A.6a.1",1028.29,3151.8,2318.19,1251.24,1612.72,2323.17
"Y48G1A.6b.1",960.096,3242.06,2384.58,1394.33,1621.2,2389.7
"Y48G1BL.2a.1",4521.61,2723.43,4046.44,4053.43,4531.21,5644.35
"Y48G1BL.2b.1",2486.26,2181.93,2690.29,2461.69,3092.54,2718.53
"Y48G1BL.7.1",65.8517,866.398,0,2430.6,38.1428,0
"Y48G1BL.8.1",5441.24,0,1164.05,0,0,846.823
"Y48G1BM.1.1",4497.66,2833.02,3534.32,12153.1,5224.32,9734.73
"Y48G1BR.1.1",9049.28,10797.3,11723.5,11488.2,13933.8,8029.65
"Y48G1BR.1.2",9181.06,10954.6,11894.3,11655.5,14136.7,8146.59
"Y48G1C.1.1",7101.01,7446.89,6483.41,4875.66,5607,4523.44
"Y48G1C.1.2",3277.54,4190.29,3632.87,2305.29,4843.34,2241.65
"Y48G1C.12.1",7326.45,8411.9,8679.22,12387.3,10922.8,9861.8
"Y48G1C.13.1",0,0,0,2099.76,0,4511.41
"Y48G1C.2a.1",2633.78,3543.6,2880.33,2940.17,3669.46,2923.97
"Y48G1C.2a.2",2662.74,3135.34,2682.35,2542.63,3305.58,3025.01
"Y48G1C.2a.3",2639.64,3681.8,3130.37,3515.96,4094.84,3139.2
"Y48G1C.2b.1",2490.31,3528.97,3095.89,3317.06,3863.2,2961.62
"Y48G1C.2b.2",2571.35,3250.09,3026.69,3088.52,3659.71,3144.39
"Y48G1C.2c.1",1762.92,3502.64,2824.73,3087.89,4335.77,1062.69
"Y48G1C.4a.1",5471.14,6388.79,4514.87,6519.01,6381.54,6281.22
"Y48G1C.4b.1",2918.41,6487.09,4061.3,4031.4,5587.47,5570.16
"Y48G1C.5.1",4316.37,3167.33,3271.76,1039.26,2557.22,2913.35
"Y48G1C.6.1",1777.38,684.616,1737.49,1998.43,679.823,1890.18
"Y48G1C.8a.1",9860.5,7070.76,8087.9,8991.37,8740.03,9106.68
"Y48G1C.8b.1",9714.67,6847.95,7962.84,9081.25,8457.14,9103.01
"Y48G1C.9.1",9207.66,8880.06,8329.23,4576.52,7693.93,5000.2
"Y48G1C.9.2",9099.11,10368.2,9896.03,10158,7246.82,9063.31
"Y48G1C.9.3",8689.36,6326.64,5934.19,4111.14,6303.81,3562.42
"Y48G8AL.10a.1",2476.56,2082.56,1979.32,1691.13,1916.66,2859.28
"Y48G8AL.10a.2",2475.29,2081.49,2081.93,1690.26,1915.68,2857.81
"Y48G8AL.10b.1",1245.92,806.815,1404.01,1263.95,1031.02,1701.75
"Y48G8AL.10c.1",1262.16,817.331,1422.31,1280.43,1044.46,1723.93
"Y48G8AL.10d.1",1092.32,621.494,1374.05,1357.57,930.589,1861.27
"Y48G8AL.10e.1",423.446,707.454,1098.81,2009.5,839.368,2582.5
"Y48G8AL.11a.1",18179.8,13218.4,16117.8,11576.9,11797.6,14013.4
"Y48G8AL.11b.1",12240.4,7943.94,12962.1,8205.38,9020.86,10580.6
"Y48G8AL.11c.1",5357.45,5598.68,3630.94,3163.91,7894.45,1196.9
"Y48G8AL.12.1",75395.6,91721.5,60668.8,114348,74537.7,61532.2
"Y48G8AL.13a.1",14947.1,19028.2,13276.9,15258.7,13367.7,10089
"Y48G8AL.13a.2",13969.3,18788.7,13794.8,14920.9,12465.6,9735.21
"Y48G8AL.13a.3",13447.4,17050.6,11762.3,15026.2,11910.8,9022.87
"Y48G8AL.13b.1",9171.89,10393.2,8705.94,8918.8,7952.88,7089.14
"Y48G8AL.14.1",697.751,1432.57,905.21,658.973,771.272,711.409
"Y48G8AL.14.10",889.567,1487.63,859.923,971.669,853.695,944.762
"Y48G8AL.14.11",1124.52,1170.98,807.976,774.965,953.393,974.93
"Y48G8AL.14.12",611.314,954.939,939.591,1175.11,1045.46,655.344
"Y48G8AL.14.13",2089.13,1940.42,1379.19,1483.02,1612.37,1626.89
"Y48G8AL.14.14",5835.95,5055.94,5203.7,5671.87,5086.93,8455.86
"Y48G8AL.14.15",1994.07,1972.79,1475.55,1373.66,1689.65,1592.16
"Y48G8AL.14.16",813.694,2188.07,974.565,1371.62,1111.47,1302.3
"Y48G8AL.14.17",690.739,1381.8,834.227,881.2,694.761,727.185
"Y48G8AL.14.18",727.214,1027.82,894.85,789.584,761.547,663.264
"Y48G8AL.14.19",1099.84,1150.07,814.395,1055.67,914.866,957.521
"Y48G8AL.14.2",1148.39,1193.66,854.839,1099.38,976.631,995.618
"Y48G8AL.14.20",679.632,1373.4,829.156,875.843,690.537,679.521
"Y48G8AL.14.21",729.17,1051.02,742.75,658.369,745.244,678.229
"Y48G8AL.14.22",771.824,1075.91,756.261,675.438,732.589,805.049
"Y48G8AL.14.23",1035.91,1165.6,582.136,964.219,805.698,998.417
"Y48G8AL.14.24",965.831,1164.11,925.749,897.218,945.531,967.392
"Y48G8AL.14.25",957.066,1192.66,776.428,777.615,907.373,992.984
"Y48G8AL.14.26",974.249,1214.07,788.237,791.576,921.421,1010.81
"Y48G8AL.14.27",2123.47,1138.58,1059.7,854.671,1099.43,946.243
"Y48G8AL.14.28",1973.07,1952.01,1461.93,1359.19,1673.88,1575.39
"Y48G8AL.14.29",457.845,783.781,393.107,650.236,433.194,487.823
"Y48G8AL.14.3",983.221,1215.15,784.315,791.972,922.378,1013.54
"Y48G8AL.14.30",701.652,1047.79,730.257,664.634,714.89,838.056
"Y48G8AL.14.31",722.688,1060.2,745.22,665.577,721.894,685.655
"Y48G8AL.14.32",1816.1,1972.95,1567.17,1503.49,1562.72,1493.78
"Y48G8AL.14.33",923.769,1113.42,880.972,862.384,942.081,935.716
"Y48G8AL.14.34",971.927,1199.14,774.691,853.759,941.146,996.499
"Y48G8AL.14.35",6181.22,5036.77,4228.47,5156.11,5371.24,8112.41
"Y48G8AL.14.36",2134.52,1214.96,1784.26,955.514,1463.58,875.685
"Y48G8AL.14.4",2062.43,1990.35,1692.32,1425.71,1776.01,1626.68
"Y48G8AL.14.5",1620.05,1472.83,1199.48,973.313,1199.71,973.129
"Y48G8AL.14.6",755.008,3190.9,764.52,663.047,717.257,876.408
"Y48G8AL.14.7",765.281,1616.4,953.047,702.144,843.525,794.174
"Y48G8AL.14.8",1700.6,1065.25,977.154,1588.58,557.898,1403.95
"Y48G8AL.14.9",1740.14,1177.3,531.648,880.594,735.822,1037.08
"Y48G8AL.15.1",2494.48,5556.72,2679.46,3328.87,1427.02,4418.66
"Y48G8AL.15.2",2443.22,5442.54,2624.4,3260.47,1397.7,4327.87
"Y48G8AL.16.1",11263.3,6646.37,2249.04,15883.4,6675.71,126.118
"Y48G8AL.1a.1",7101.06,3960.71,4910.12,5579.29,4708.03,5455.32
"Y48G8AL.1a.2",6094.28,3969.18,4785.14,5250.88,4618.39,4700.41
"Y48G8AL.1b.1",4475.59,1948.42,3690.84,3694.22,4147.55,3628.53
"Y48G8AL.1c.1",4253.48,2065.95,3565.81,3609.13,3717.07,3498.34
"Y48G8AL.1d.1",3531.23,1845.87,3568.54,3485.6,3503.87,3434.49
"Y48G8AL.1e.1",4090.05,1315.13,2378.36,3061.89,3192.17,2660.45
"Y48G8AL.5a.1",28396.3,30778.2,25142.8,35644,29799.1,24281.7
"Y48G8AL.5b.1",12676.6,12617.9,13976.1,14156.9,14065.4,13623.6
"Y48G8AL.5c.1",12557,9107.09,11714.6,11790.9,11860.7,11059.4
"Y48G8AL.5d.1",7573.85,7004.78,7099.52,7090.53,6921.69,5851.58
"Y48G8AL.6.1",8915.11,7755.27,7377.63,7587.56,8772.55,8141.9
"Y48G8AL.6.2",7327.42,6325.36,6002.69,6346.39,7360.8,6521.92
"Y48G8AL.6.3",6876.76,5961.45,5524.89,6000.92,6842.86,6087.71
"Y48G8AL.7.1",5341.99,7053.25,3285.26,8904.25,7569.3,5909.39
"Y48G8AL.8.1",2853700,2407830,2487390,2898620,2634560,2516010
"Y48G8AR.1a.1",8961.7,6475.44,7499.6,4278.83,2831,3121.91
"Y48G8AR.1a.2",9574.93,6799.65,7921.26,4326.5,2857.36,3250.27
"Y48G8AR.1b.1",8046.38,5787.29,6553.14,4053.08,2824.16,2749.44
"Y48G8AR.1b.2",8543.04,6023.86,6854.26,4072,2849.65,2830.36
"Y48G8AR.1c.1",6061.68,4987.95,5226.54,3373.66,2501.06,2153.37
"Y48G8AR.1c.2",6484.55,5221.62,5455.7,3256.41,2473.92,2162.05
"Y48G8AR.2.1",419.769,479.02,1441.69,1067.17,277.875,2396.46
"Y48G8AR.3.1",1062.99,0,0,0,0,0
"Y48G8AR.8.1",0,624.694,0,0,0,0
"Y48G9A.10.1",619.754,89.6042,618.546,209.48,18.409,872.247
"Y48G9A.11.1",1687.88,1788.1,1018.86,161.818,426.615,738.803
"Y48G9A.12.1",0,0,1423.51,0,1013.65,0
"Y48G9A.3.1",34906.8,33425.3,32815.4,32776.2,36333.2,36372.1
"Y48G9A.4.1",3576.57,3403.89,2570.95,2721.15,3217.2,3492.19
"Y48G9A.4.2",3206.19,2782.24,2517.93,2786.75,2998.55,3576.37
"Y48G9A.4.3",2773.15,2126.27,2283.3,2636.96,2734.79,3410.18
"Y48G9A.4.4",2698.29,2104.34,2323.05,2682.87,2758.18,3420.33
"Y48G9A.4.5",2824.41,2165.58,2325.5,2685.7,2763.78,3473.21
"Y48G9A.6.1",0,1805.93,43.1368,0,1309.5,0
"Y48G9A.7.1",1250.12,0,390.318,0,0,2845.39
"Y48G9A.8.1",3026.22,3623.92,2171.77,1071.73,3244.1,4958.39
"Y48G9A.9a.1",5057.93,9299.67,8719.02,12361.7,10116.9,9410.68
"Y48G9A.9a.2",5135.61,7595.69,6490.69,9003.31,8194.64,5961.14
"Y48G9A.9b.1",4374.32,7654.71,6576.99,10011.1,6203.22,7344.7
"Y48G9A.9b.2",4533.36,6022.11,4370.43,6416.3,4114.45,3892.81
"Y49A10A.1.1",230.266,0,0,0,1033.66,620.865
"Y49A10A.2.1",1723.24,1852.7,2614.17,3870.15,4542.97,4179.27
"Y49A10A.2.2",2428.42,1940.19,2737.6,4052.89,4757.48,4376.6
"Y49A3A.1.1",15471.3,18379.7,15129.1,11669.5,11215.7,14085.4
"Y49A3A.1.2",16273.8,20628,15789.5,13097,12043.8,15178.6
"Y49A3A.2.1",47319.1,44798.6,49392.6,39819.1,41163.4,35453.6
"Y49A3A.2.2",47971.4,41918.7,46479.1,38277.5,38417.6,32484
"Y49A3A.2.3",48370.3,44487.3,49228.3,40389.8,41243.4,35078.4
"Y49A3A.2.4",45213.8,42382.3,46799.9,38168,39602,34106.3
"Y49A3A.2.5",44688.6,42294.7,46721.7,37593.5,38879.2,33472
"Y49A3A.2.6",48063.8,46420.6,50378.9,40919.6,42055.2,35946.7
"Y49A3A.3.1",4190.12,2199.35,2631.1,1459.39,5406,2037.71
"Y49A3A.3.2",4804.18,2185.44,2997.07,1854,5339.54,2641.66
"Y49A3A.4.1",1886.41,1722.85,2433.36,490.335,2369.98,102.34
"Y49A3A.5.1",238243,221370,160563,209844,171860,184738
"Y49C4A.3.1",0,0,0,0,472.073,0
"Y49C4A.7.1",1816.68,3841.35,0,1539.51,1728.72,0
"Y49C4A.8a.1",1501.77,3557.54,2271.43,3454.6,4341.85,3903.29
"Y49C4A.8a.2",1736.87,3621.88,2397.26,3407.27,4992.96,4473.3
"Y49C4A.8a.3",1487.37,3523.44,2249.66,3421.48,4300.23,3865.88
"Y49C4A.8a.4",1697.26,3853.88,2488.23,4273.93,4871.34,4596.94
"Y49C4A.9.1",0,0,271.054,405.741,0,0
"Y49E10.1.1",52054.3,48523.9,50543.5,39348.3,47336.7,38619.2
"Y49E10.11a.1",3993.59,4419.16,4555.03,6160.74,6484.15,5406.09
"Y49E10.11a.2",3788.24,3933.26,4146.38,5542.63,5461.68,4653.43
"Y49E10.11b.1",3621.63,4164.23,4097.87,5443.78,5898.37,4729.31
"Y49E10.11b.2",3418.13,3728.39,3716.69,4867.96,4986.61,4043.94
"Y49E10.11c.1",3707.89,4501.87,4307.02,5667.45,6189.28,5096.66
"Y49E10.11c.2",3607.96,4208.81,3976.63,5415.04,5904.26,4587.24
"Y49E10.11c.3",3519.94,4094.49,3947.68,5116.79,5303.83,4440.33
"Y49E10.14a.1",2246.64,845.519,1945.57,2496.87,1791.96,2274.89
"Y49E10.14a.2",2205.14,829.903,2370.78,2083.14,1758.86,2232.88
"Y49E10.14b.1",2545.27,710.488,1759.87,697.622,1401.3,2281.13
"Y49E10.15.1",166747,155268,175465,216089,209352,178471
"Y49E10.15.2",175676,170221,193617,236614,218927,199176
"Y49E10.16a.1",21094.5,33369.8,16635.2,21756.3,17527.5,21256.4
"Y49E10.16b.1",10624.7,13726.4,7154.98,6743.52,8661.33,5037.61
"Y49E10.17a.1",1096.3,2100.56,2254.25,505.107,197.283,1199.19
"Y49E10.17b.1",945.872,1339.13,1870.39,226.703,227.687,839.865
"Y49E10.18.1",34427,36477,34886.5,30170.2,30702.7,34931.8
"Y49E10.18.2",34872.5,36949,35337.9,30560.6,31100,35383.8
"Y49E10.19.1",12718.1,8612.32,11750.5,11818.1,10785.5,13229.9
"Y49E10.19.2",12619,8545.21,11659,11726,10701.4,13126.8
"Y49E10.19.3",11675.9,7269.77,9980.79,10983.9,9151.52,12573.1
"Y49E10.2.1",42054,76817.6,52448.7,76821.7,64606.9,70399.5
"Y49E10.21a.1",12380,13768.9,10165.4,9081.07,9093.61,10740.8
"Y49E10.21b.1",9686.94,13221.1,11038.6,10490.7,8666.68,9328.17
"Y49E10.22.1",4070.12,2097.57,1653.4,1211.52,4715.02,969.31
"Y49E10.23a.1",2800.67,3921.51,2826.52,3254.63,3703.64,3509.32
"Y49E10.23a.2",2787.81,3903.49,2813.53,3239.67,3686.62,3656.17
"Y49E10.23b.1",2776.61,2558.72,2761.38,3218.16,3213.38,3470.01
"Y49E10.23b.2",2763.99,2547.09,2748.83,3203.54,3198.78,3615.39
"Y49E10.24a.1",0,12.3448,511.304,138.529,1095.65,455.38
"Y49E10.24b.1",0,24.525,0,275.21,0,0
"Y49E10.25.1",0,0,0,84.3629,0,0
"Y49E10.27.1",0,0,0,0,1585.77,0
"Y49E10.29.1",0,0,0,331.727,0,0
"Y49E10.30.1",0,616.387,364.712,0,238.799,303.768
"Y49E10.30.2",0,0,0,0,0,350.266
"Y49E10.30.3",0,0,0,0,437.565,308.617
"Y49E10.3a.1",1624.01,2724.19,2696.35,4894.51,3512.33,3590.17
"Y49E10.3a.2",1776.33,3550.68,2709.43,4285.97,4476.92,3672.24
"Y49E10.3b.1",1248.78,1730.71,1707.61,3379.62,1928.85,2435.42
"Y49E10.4.1",8437.1,5203.46,6352.85,3956.27,4370.78,7065.92
"Y49E10.4.2",8419.54,5192.63,6339.62,3948.03,4361.68,7051.21
"Y49E10.6a.1",68721.1,65872,60999.9,91754.9,88217.5,73461.1
"Y49E10.6a.2",48342.3,46356.5,42910.8,64545.5,62330.1,51676.6
"Y49E10.6b.1",69354.6,64820.8,61965.1,91123.2,89185.3,75320.2
"Y49F6B.1.1",21265.6,12714.8,9881.94,12603.7,16216.5,9658.54
"Y49F6B.12.1",0,4504.06,0,0,1558.49,0
"Y49F6B.19.1",0,0,0,0,0,1479.63
"Y49F6B.2.1",14772.8,21994.5,18242.4,21894.4,30285.1,26373.4
"Y49F6B.4.1",19185.5,12731.3,15022.5,24915,15066.9,15427.6
"Y49F6B.6a.1",0,485.11,0,0,0,0
"Y49F6B.8.1",1813.34,1795.42,7228.78,853.709,1575.5,5020.28
"Y49F6B.9a.1",2562.68,444.256,2335.66,3132.2,3501.95,4743.87
"Y49F6B.9b.1",2117.1,484.643,1615.8,840.818,1807.96,3371.67
"Y49F6C.3.1",0,0,0,0,328.253,424.452
"Y49F6C.4.1",0,0,184.337,0,335.755,31.0108
"Y49F6C.8.1",0,0,0,2926.06,659.335,0
"Y49G5A.1.1",2251.16,6875.62,1546.31,2744.96,8019.14,3631.04
"Y49G5B.1.1",2912.39,2438.82,3029.93,2764.99,4030.39,3816.4
"Y49G5B.1.2",4646.52,4269.26,5047.4,5830.21,7693.41,6381.79
"Y49G5B.1.3",2800.3,2344.96,2913.33,2658.58,3875.29,3669.52
"Y49G5B.1.4",2894.56,2423.89,3011.39,2748.07,4055.68,3793.04
"Y4C6A.2a.1",210.675,53.5328,126.804,50.0604,170.211,153.678
"Y4C6A.2a.2",207.48,52.721,124.881,49.3012,167.629,151.348
"Y4C6A.2d.1",221.117,53.4341,95.5731,49.9681,169.897,153.395
"Y4C6A.2d.2",217.77,52.6252,94.1264,49.2117,167.325,151.073
"Y4C6A.2e.1",84.0972,0,86.8207,83.1438,173.098,255.239
"Y4C6A.2f.1",66.2798,0,138.823,83.3998,173.631,256.025
"Y4C6A.2g.1",25.8859,0,40.7478,119.431,63.7232,196.301
"Y4C6A.2h.1",0,0,115.343,119.96,64.0054,197.17
"Y4C6A.3.1",2900.23,2837.26,3238.6,4637.91,2423.43,869.893
"Y4C6A.4.1",698.355,1743.12,1151.27,0,427.156,0
"Y4C6A.4.2",6158.2,5750.6,5544.65,1132.73,2533.83,2708.05
"Y4C6A.4.3",526.243,1743.94,475.623,0,0,0
"Y4C6B.1.1",13860.1,12747.3,13209.8,13620.5,13393.4,11330.5
"Y4C6B.2a.1",204.976,211.795,500.731,1500.32,1698.34,849.867
"Y4C6B.2a.2",198.87,205.487,485.816,1455.63,1647.75,824.552
"Y4C6B.2b.1",185.982,192.169,413.057,1202.88,1489.92,771.113
"Y4C6B.2b.2",210.787,209.267,390.186,1117.44,1198.64,493.607
"Y4C6B.2b.3",191.647,198.023,425.64,1239.52,1535.31,804.54
"Y4C6B.2b.4",167.66,151.162,453.821,1227.31,1599.57,926.323
"Y4C6B.2b.5",137.153,65.8897,403.969,1187.91,1212.22,472.187
"Y4C6B.3a.1",1385.12,1487.18,1198.37,2439.17,1584.17,2104.24
"Y4C6B.3b.1",503.63,194.455,925.189,509.501,696.495,842.13
"Y4C6B.3c.1",0,25.1969,184.168,0,714.379,955.293
"Y4C6B.4a.1",3677.82,6984.44,7119.49,1196.3,1339.03,1508.63
"Y4C6B.4b.1",748.83,1608.52,2408.54,235.029,619.628,1648.22
"Y4C6B.5.1",6332.83,9582.42,13269.8,6328.86,5190.99,5195.65
"Y4C6B.6.1",3976.32,6931.54,8774.17,7346.49,7780.69,7003.4
"Y4C6B.6.2",3995.01,6964.12,8815.41,7108.16,7625.43,7036.32
"Y4C6B.7a.1",4879.36,7279.78,8489.47,7812.97,4973.86,3928.81
"Y4C6B.7b.1",4463.75,5827.82,8608.46,4146.59,6793.46,2769.46
"Y50C1A.1a.1",8606.88,8805.3,7499.34,10760.7,11569,10752.1
"Y50C1A.1b.1",3144.5,5133.24,3874.72,6784.89,6732.84,5211.18
"Y50C1A.2.1",910.424,855.591,505.345,290.943,31.9599,0
"Y50D4A.10.1",23000.9,18346.9,14643.1,30616.1,42242.6,24742.1
"Y50D4A.1a.1",4495.65,6217.06,5196.65,6773.51,6415.23,6958.46
"Y50D4A.1b.1",3831.6,3714.52,3670.73,5269.49,4045.07,3603.31
"Y50D4A.1c.1",2662.78,2379.91,3446.34,3641.05,3523.31,3675.9
"Y50D4A.1d.1",3697.09,3603.28,3689.7,5049.26,4063.17,3404.68
"Y50D4A.2a.1",5163.7,4901.39,6919.85,6875.2,11603.6,8115.58
"Y50D4A.2a.2",5569.61,4635.53,6839,6954.42,11825.7,9468.4
"Y50D4A.2b.1",4656.45,3875.52,6374.31,5814.22,9886.82,9296.72
"Y50D4A.4a.1",4551.53,4743.97,4572.45,4870.13,4093.49,9847.63
"Y50D4A.4b.1",2661.42,1917.53,1066.4,1929.59,2402.26,1794
"Y50D4A.4d.1",2953.54,2351.75,1454.89,1954.46,2490.03,2730.84
"Y50D4A.5.1",14941.9,17139.5,7965.95,16896.7,15357.8,9098.61
"Y50D4A.6a.1",5207.05,0,253.666,0,1411.76,0
"Y50D4B.1a.1",1091.77,349.942,1800.88,3125.5,4187.51,1797.77
"Y50D4B.1b.1",1190.37,1035.62,1584.1,2315.53,1494.17,1864.38
"Y50D4B.1c.1",1241.77,398.02,1652.5,2415.52,1558.68,1412.19
"Y50D4B.1d.1",1505.7,563.5,1571.21,1826.76,1497.29,1886.19
"Y50D4B.2a.1",484.825,0,61.6711,390.565,280.822,3216.21
"Y50D4B.2b.1",0,0,148.647,998.441,275.762,0
"Y50D4B.4a.1",3872.45,4765.96,5784.04,6034.29,8593.88,9879.09
"Y50D4B.4b.1",2580.98,286.395,2650.04,3424.86,3618.86,4091.11
"Y50D4B.4c.1",1340.63,389.467,1560.68,1700.45,2631.92,2922.93
"Y50D4B.4d.1",1437.71,389.178,1868.93,1549.78,2725.91,3034.1
"Y50D4B.4e.1",1498.74,389.178,1402.32,1386.01,2725.91,3206.21
"Y50D4B.4f.1",1260.73,389.178,1288.54,1082.61,2201.73,3236.43
"Y50D4B.6.1",653.316,0,1495.86,2200.88,4456.9,6640.7
"Y50D4C.1a.1",3415.9,3434.11,3785.16,4055.75,4192.12,3396.46
"Y50D4C.1b.1",3912.78,4983.9,3530.02,3731.78,3779.7,3527.69
"Y50D4C.1c.1",5140.31,5582.16,4550.64,4410.38,4700.56,4785.9
"Y50D4C.1d.1",3668.44,3146.59,3438.71,3758.81,3872.66,3171.26
"Y50D4C.1e.1",2214.4,2289.85,3216.49,3560.78,3420.18,2566.22
"Y50D4C.1f.1",1718.69,1467.29,2659.93,2635.97,3056.19,1737.55
"Y50D4C.1g.1",1837.28,1556.11,2621.64,2742.39,3098.71,1704.77
"Y50D4C.3a.1",19789.6,13739.3,12538.3,14269.1,14235.2,11349.6
"Y50D4C.3b.1",292.371,2747.62,2384.83,1734.34,762.065,2428.3
"Y50D4C.4a.1",3233.56,2582.39,2826.82,3448.72,3458.96,3281.44
"Y50D4C.4a.2",3264.98,2607.49,2832.51,3482.23,3462.27,3313.33
"Y50D4C.4a.3",3468.27,2724.87,3044.33,3438.6,3818.75,3271.82
"Y50D4C.4b.1",2317.02,2029.96,1643.63,2149.53,2092.11,3275.06
"Y50D4C.4b.2",2349.63,2058.53,1635.22,2179.78,2077.68,3321.15
"Y50D4C.4c.1",1586.21,1738.66,1393.24,1575.44,1440.33,2014.13
"Y50D4C.4c.2",1620.78,1776.55,1374.77,1609.77,1403.78,2058.02
"Y50D4C.5a.1",6208.28,8398.95,8584.49,9628.52,9324.54,8416.48
"Y50D4C.5b.1",1656.61,622.735,1306.5,655.135,1194.11,2570.14
"Y50D4C.6a.1",2246.25,4444.13,3879.9,4779.24,4382.59,4667.65
"Y50D7A.1.1",3714.85,4974.12,4888.18,4100.73,5151.9,7947.05
"Y50D7A.13a.1",2757.18,2687.09,584.534,0,0,1081.69
"Y50D7A.2.1",5736.48,5516.1,7151.28,5534.3,6808.13,9290.52
"Y50D7A.2.2",7081.27,5992.79,8064.25,6626.9,8007.58,11777.1
"Y50D7A.3a.1",2857.23,3169.16,3335.59,3512.1,3965.06,4083.51
"Y50D7A.3a.2",2913.19,2497.38,3400.93,3580.89,4021.68,4163.5
"Y50D7A.3a.3",3012.58,2582.58,3516.95,3703.05,4158.88,4305.54
"Y50D7A.3a.4",2951.22,2529.99,3445.33,3627.64,4074.19,4217.85
"Y50D7A.3b.1",3667.52,3875.71,4245.79,6846.14,5493.96,5663.32
"Y50D7A.3b.2",3416.62,3556.13,3919.29,6553.23,5196.08,5196.34
"Y50D7A.4.1",38499.4,36985.5,38627.9,36615.8,43160.8,45187.7
"Y50D7A.5.1",1465.59,0,3549.29,3566.73,1828.42,6296.63
"Y50D7A.6.1",1739.93,1505.75,968.916,472.425,824.075,1366.13
"Y50D7A.6.2",1458.62,1395.03,1331.62,501.966,802.5,1214
